feature,count,mean_activation,best_rank
48269,13,0.09137434225815994,5
37953,13,0.08734780492690894,6
21248,13,0.08477909576434356,7
48879,12,0.15299950912594795,1
48311,12,0.13922322603563467,1
8672,12,0.13656470427910486,1
3417,12,0.11754680114487807,4
1376,12,0.11653926844398181,1
41649,12,0.11467684805393219,4
48951,12,0.11032435484230518,2
18579,12,0.10932149986426036,1
41050,12,0.10455648352702458,2
18343,12,0.09714379285772641,3
38922,12,0.09647916009028752,4
46598,12,0.09564650803804398,6
2363,12,0.09110184262196223,5
40807,12,0.09023450190822284,5
5831,12,0.09012285992503166,3
38141,12,0.08748108521103859,3
43248,12,0.0873617207010587,4
45297,11,0.1634592576460405,1
35217,11,0.11592436785047705,3
3282,11,0.11415142904628407,3
3769,11,0.10616996884346008,4
17484,11,0.10510173575444655,3
4210,11,0.10397624495354565,3
37269,11,0.10258152268149635,4
15951,11,0.10196623206138611,5
8684,11,0.1006242497400804,6
25792,11,0.0985227579420263,3
31407,11,0.09845096414739435,2
25271,11,0.0979260964827104,4
17684,11,0.09681799940087578,4
36568,11,0.09367204863916744,7
48552,11,0.09103145518086174,3
33478,11,0.09059284999966621,4
30075,11,0.08626133068041368,5
23242,11,0.08426506072282791,5
23753,11,0.08280916850675236,5
18655,10,0.13650722950696945,2
19268,10,0.1180388331413269,3
44021,10,0.11283079236745834,4
38142,10,0.11082994639873504,4
45167,10,0.1104106567800045,1
6559,10,0.1100596085190773,3
10820,10,0.11000307127833367,2
9738,10,0.1059078298509121,4
11339,10,0.10381027236580849,2
23284,10,0.10222885608673096,3
29584,10,0.10149436891078949,3
9597,10,0.10034398511052131,3
37969,10,0.10019082278013229,2
5827,10,0.09965851455926895,5
38019,10,0.09852825552225113,5
16165,10,0.09465254545211792,4
23388,10,0.09237212240695954,4
30108,10,0.0900099217891693,4
40435,10,0.08945356756448745,6
17408,10,0.08153644353151321,6
35309,10,0.08098927438259125,7
5765,9,0.1365781525770823,1
46508,9,0.13367967141999137,1
15424,9,0.12695969310071734,2
33586,9,0.1177219111058447,2
42497,9,0.11658111545774671,1
11763,9,0.11490666535165575,1
43867,9,0.11295057170920902,5
26448,9,0.11174673504299587,1
42606,9,0.10791364808877309,4
15056,9,0.10286620921558803,4
8459,9,0.0999366036719746,3
16902,9,0.09975934194193946,3
25872,9,0.09927236702707079,4
49045,9,0.09838116665681203,4
20627,9,0.09778711862034267,4
4764,9,0.09626651389731301,6
82,9,0.09573877602815628,3
32210,9,0.09406729539235432,5
10824,9,0.09087297154797448,6
11544,9,0.09044517079989116,4
47786,9,0.09028498000568813,6
24702,9,0.08876368900140126,6
33516,9,0.08447551561726464,6
26030,9,0.08197961416509417,7
44065,9,0.07254821641577615,7
2639,8,0.12085211742669344,2
27265,8,0.11941712256520987,2
41435,8,0.1176091879606247,1
42966,8,0.11574152857065201,2
21730,8,0.1154652601107955,1
29939,8,0.11403345689177513,2
3093,8,0.1134579461067915,4
39979,8,0.10944702848792076,3
8774,8,0.10519780032336712,3
48340,8,0.10316758044064045,4
44921,8,0.0987535621970892,4
1507,8,0.09759521577507257,4
40108,8,0.09481188468635082,5
1609,8,0.09391380939632654,3
2673,8,0.09269459545612335,6
42454,8,0.09263337776064873,5
22657,8,0.08955585397779942,6
